201501,16.8
201502,18.1
201503,21.0
201504,24.1
201505,26.8
201506,29.4
201507,28.4
201508,27.4
201509,27.1
201510,25.6
201511,23.9
201512,19.7
201601,16.6
201602,16.4
201603,18.5
201604,25.2
201605,27.4
201606,28.4
201607,28.8
201608,28.2
201609,27.1
201610,26.9
201611,23.2
201612,20.1
201701,18.6
201702,17.6
201703,20.4
201704,23.5
201705,26.6
201706,28.1
201707,28.2
201708,29.0
201709,28.8
201710,25.9
201711,23.0
201712,18.3
